3.659997      1.129576     0.7723337E-01
3.689997      1.135759     0.7643513E-01
3.719997      1.144634     0.7575995E-01
3.749997      1.150828     0.7720327E-01
3.779997      1.157747     0.7610533E-01
3.809997      1.155586     0.7434794E-01
3.839997      1.158897     0.7329832E-01
3.869997      1.152945     0.7458965E-01
3.899997      1.150998     0.7254716E-01
3.929997      1.145716     0.7229778E-01
3.959997      1.142248     0.7220457E-01
3.989997      1.134502     0.7099330E-01
4.019997      1.125847     0.6977896E-01
4.049997      1.119012     0.6845609E-01
4.079998      1.108357     0.6854136E-01
4.109998      1.105351     0.6844825E-01
4.139998      1.096884     0.6783156E-01
4.169998      1.087640     0.6667319E-01
4.199998      1.079556     0.6574957E-01
4.229999      1.071357     0.6450304E-01
4.259999      1.066195     0.6412677E-01
4.289999      1.058291     0.6396298E-01
4.319999      1.051914     0.6296935E-01
4.349999      1.046170     0.6097751E-01
4.380000      1.041176     0.6143133E-01
4.410000      1.031962     0.6135949E-01
4.440000      1.028174     0.6040002E-01
4.470000      1.024286     0.6133423E-01
4.500000      1.019015     0.5829698E-01
4.530001      1.016230     0.5814444E-01
4.560001      1.010538     0.5878063E-01
4.590001      1.007342     0.5806955E-01
4.620001      1.002941     0.5785154E-01
4.650002      1.003077     0.5707045E-01
4.680002     0.9989977     0.5585274E-01
4.710002     0.9954097     0.5717948E-01
4.740002     0.9920114     0.5555205E-01
4.770002     0.9883648     0.5471529E-01
4.800003     0.9855831     0.5377471E-01
4.830003     0.9829490     0.5443460E-01
4.860003     0.9801706     0.5392746E-01
4.890003     0.9793651     0.5413595E-01
4.920003     0.9770788     0.5420857E-01
4.950004     0.9733227     0.5293912E-01
4.980004     0.9733432     0.5298020E-01
5.010004     0.9718290     0.5293406E-01
5.040004     0.9707283     0.5205122E-01
5.070004     0.9699141     0.5098975E-01
5.100005     0.9676787     0.4987286E-01
5.130005     0.9662928     0.5116072E-01
5.160005     0.9660853     0.5053298E-01
5.190005     0.9639637     0.5019985E-01
5.220006     0.9654065     0.4963025E-01
5.250006     0.9650747     0.5037527E-01
5.280006     0.9646386     0.4982802E-01
5.310006     0.9634484     0.4891898E-01
5.340006     0.9649152     0.4935144E-01
5.370007     0.9657601     0.4875788E-01
5.400007     0.9667504     0.4810500E-01
5.430007     0.9667353     0.4843223E-01
5.460007     0.9672562     0.4798093E-01
5.490007     0.9688439     0.4838545E-01
5.520008     0.9691828     0.4774744E-01
5.550008     0.9710162     0.4675787E-01
5.580008     0.9726861     0.4667111E-01
5.610008     0.9731666     0.4676998E-01
5.640008     0.9742082     0.4722023E-01
5.670009     0.9754958     0.4591077E-01
5.700009     0.9770185     0.4577034E-01
5.730009     0.9796776     0.4590363E-01
5.760009     0.9822837     0.4646119E-01
5.790009     0.9839363     0.4581980E-01
5.820010     0.9852458     0.4505900E-01
5.850010     0.9864866     0.4507883E-01
5.880010     0.9899338     0.4520163E-01
5.910010     0.9889933     0.4497160E-01
5.940011     0.9911870     0.4464704E-01
5.970011     0.9921228     0.4456352E-01
6.000011     0.9944283     0.4463502E-01
6.030011     0.9949228     0.4416989E-01
6.060011     0.9971981     0.4336641E-01
6.090012     0.9982036     0.4351117E-01
6.120012     0.9989999     0.4380199E-01
6.150012      1.000175     0.4336504E-01
6.180012      1.002509     0.4321358E-01
6.210012      1.002284     0.4336916E-01
6.240013      1.003167     0.4240042E-01
6.270013      1.004010     0.4254777E-01
6.300013      1.003705     0.4300757E-01
6.330013      1.003464     0.4189129E-01
6.360013      1.004942     0.4245520E-01
6.390014      1.005648     0.4184715E-01
6.420014      1.005137     0.4155414E-01
6.450014      1.004891     0.4079268E-01
6.480014      1.005916     0.4119977E-01
6.510015      1.004956     0.4181438E-01
6.540015      1.005620     0.4117227E-01
6.570015      1.005350     0.4061989E-01
6.600015      1.005165     0.4075028E-01
6.630015      1.005605     0.4041689E-01
6.660016      1.004741     0.4039476E-01
6.690016      1.004653     0.3952063E-01
6.720016      1.006355     0.4015056E-01
6.750016      1.006037     0.3954475E-01
6.780016      1.007105     0.3912501E-01
6.810017      1.004709     0.3963208E-01
6.840017      1.004898     0.3895095E-01
6.870017      1.006135     0.3855876E-01
6.900017      1.005964     0.3811410E-01
6.930017      1.005155     0.3921023E-01
6.960018      1.004881     0.3845350E-01
6.990018      1.007188     0.3780003E-01
7.020018      1.005505     0.3726965E-01
7.050018      1.005911     0.3760241E-01
7.080019      1.006911     0.3784101E-01
7.110019      1.007121     0.3756594E-01
7.140019      1.007138     0.3746903E-01
7.170019      1.007215     0.3665363E-01
7.200019      1.007508     0.3688221E-01
7.230020      1.007437     0.3714790E-01
7.260020      1.007402     0.3623823E-01
7.290020      1.007012     0.3597410E-01
7.320020      1.007215     0.3579305E-01
7.350020      1.006490     0.3628426E-01
7.380021      1.007648     0.3589448E-01
7.410021      1.006969     0.3668614E-01
7.440021      1.008198     0.3587455E-01
7.470021      1.007219     0.3639415E-01
7.500021      1.007246     0.3539786E-01
7.530022      1.006923     0.3579305E-01
7.560022      1.007049     0.3449561E-01
7.590022      1.007120     0.3466281E-01
7.620022      1.006981     0.3464905E-01
7.650023      1.005439     0.3403814E-01
7.680023      1.005438     0.3496244E-01
7.710023      1.005778     0.3474868E-01
7.740023      1.005080     0.3446276E-01
7.770023      1.005227     0.3422152E-01
7.800024      1.003472     0.3356556E-01
7.830024      1.003834     0.3388897E-01
7.860024      1.003557     0.3328918E-01
7.890024      1.003671     0.3336072E-01
7.920024      1.002562     0.3295989E-01
7.950025      1.001701     0.3296712E-01
7.980025      1.002372     0.3346954E-01
8.010024      1.001624     0.3381502E-01
