1.139999      1.326995     0.2836322    
1.169999     0.5485278     0.1449939    
1.199999     0.2318772     0.1186232    
1.229999     0.9402054E-01 0.7225469E-01
1.259999     0.5021453E-01 0.4773935E-01
1.289999     0.4006793E-01 0.4191424E-01
1.319999     0.5101620E-01 0.4688904E-01
1.349999     0.6960036E-01 0.5349044E-01
1.379999     0.9752281E-01 0.6279679E-01
1.409999     0.1389900     0.7146199E-01
1.439999     0.1858026     0.8133511E-01
1.469999     0.2526437     0.9548122E-01
1.499999     0.3312488     0.1045703    
1.529999     0.4246034     0.1172237    
1.559999     0.5371223     0.1323902    
1.589999     0.6505920     0.1410467    
1.619999     0.7556455     0.1430475    
1.649999     0.8706505     0.1529213    
1.679999     0.9599361     0.1554848    
1.709999      1.039073     0.1570248    
1.739999      1.100997     0.1593380    
1.769999      1.118153     0.1581526    
1.799999      1.115516     0.1546896    
1.829999      1.086554     0.1506547    
1.859999      1.042658     0.1453033    
1.889999     0.9824927     0.1396979    
1.919999     0.9070236     0.1335304    
1.949999     0.8282252     0.1249547    
1.979999     0.7525793     0.1180205    
2.009999     0.6770750     0.1120774    
2.039999     0.6113874     0.1033721    
2.069999     0.5428862     0.9556180E-01
2.099998     0.4851168     0.8915814E-01
2.129998     0.4333377     0.8160343E-01
2.159998     0.3888243     0.7786565E-01
2.189998     0.3502051     0.7297033E-01
2.219998     0.3166173     0.6818569E-01
2.249998     0.2898999     0.6527795E-01
2.279998     0.2667103     0.6190632E-01
2.309998     0.2488342     0.5845457E-01
2.339998     0.2354217     0.5529812E-01
2.369998     0.2251970     0.5424089E-01
2.399998     0.2204044     0.5419389E-01
2.429998     0.2205955     0.5330882E-01
2.459998     0.2234359     0.5164591E-01
2.489998     0.2297769     0.5333163E-01
2.519998     0.2430895     0.5376449E-01
2.549998     0.2606689     0.5486752E-01
2.579998     0.2813656     0.5605473E-01
2.609998     0.3063256     0.5912666E-01
2.639998     0.3365785     0.5909413E-01
2.669998     0.3724194     0.6291372E-01
2.699998     0.4153814     0.6554289E-01
2.729998     0.4584872     0.6750809E-01
2.759998     0.5076469     0.7137408E-01
2.789998     0.5619103     0.7261983E-01
2.819998     0.6212986     0.7442345E-01
2.849998     0.6847391     0.7789119E-01
2.879998     0.7525042     0.8059377E-01
2.909998     0.8231595     0.8409679E-01
2.939998     0.8959921     0.8429077E-01
2.969998     0.9737229     0.8892117E-01
2.999998      1.044168     0.9215137E-01
3.029998      1.122808     0.9167082E-01
3.059998      1.193839     0.9439311E-01
3.089998      1.265150     0.9555665E-01
3.119998      1.327802     0.9707469E-01
3.149997      1.382599     0.9682323E-01
3.179997      1.429158     0.9864369E-01
3.209997      1.464187     0.1008002    
3.239997      1.493589     0.1005267    
3.269997      1.507307     0.9889474E-01
3.299997      1.512905     0.9828290E-01
3.329997      1.514091     0.9873911E-01
3.359997      1.502396     0.9662171E-01
3.389997      1.476402     0.9498922E-01
3.419997      1.450364     0.9202515E-01
3.449997      1.421106     0.9116356E-01
3.479997      1.388573     0.8961258E-01
3.509997      1.351932     0.8727951E-01
3.539997      1.319936     0.8708808E-01
3.569997      1.282395     0.8412690E-01
3.599997      1.248962     0.8162553E-01
3.629997      1.217071     0.7957262E-01
3.659997      1.182164     0.7826678E-01
3.689997      1.158338     0.7880639E-01
3.719997      1.135499     0.7575838E-01
3.749997      1.110295     0.7571431E-01
3.779997      1.090872     0.7472458E-01
3.809997      1.071484     0.7263338E-01
3.839997      1.059286     0.7214923E-01
3.869997      1.044629     0.7107218E-01
3.899997      1.030895     0.6885459E-01
3.929997      1.025304     0.6938836E-01
3.959997      1.017001     0.6757184E-01
3.989997      1.008714     0.6630385E-01
4.019997      1.008830     0.6739696E-01
4.049997     0.9999038     0.6683481E-01
4.079998     0.9946317     0.6559664E-01
4.109998     0.9922935     0.6563298E-01
4.139998     0.9886937     0.6429294E-01
4.169998     0.9886519     0.6288174E-01
4.199998     0.9816748     0.6224772E-01
4.229999     0.9813739     0.6208616E-01
4.259999     0.9782985     0.6158686E-01
4.289999     0.9764175     0.6167970E-01
4.319999     0.9739811     0.6142551E-01
4.349999     0.9728835     0.5976511E-01
4.380000     0.9702784     0.6001640E-01
4.410000     0.9663368     0.5898409E-01
4.440000     0.9689949     0.5942304E-01
4.470000     0.9665960     0.5819004E-01
4.500000     0.9645776     0.5732160E-01
4.530001     0.9628170     0.5726698E-01
4.560001     0.9626991     0.5717948E-01
4.590001     0.9600238     0.5769317E-01
4.620001     0.9601253     0.5629970E-01
4.650002     0.9606105     0.5557780E-01
4.680002     0.9599030     0.5615181E-01
4.710002     0.9615597     0.5640705E-01
4.740002     0.9614902     0.5463243E-01
4.770002     0.9633877     0.5464770E-01
4.800003     0.9638413     0.5472563E-01
4.830003     0.9666810     0.5508280E-01
4.860003     0.9688212     0.5336190E-01
4.890003     0.9709472     0.5363209E-01
4.920003     0.9718258     0.5312289E-01
4.950004     0.9741936     0.5212445E-01
4.980004     0.9781371     0.5425582E-01
5.010004     0.9809241     0.5208499E-01
5.040004     0.9816260     0.5268009E-01
5.070004     0.9825763     0.5183261E-01
5.100005     0.9869361     0.5327191E-01
5.130005     0.9869553     0.5210844E-01
5.160005     0.9885221     0.5182916E-01
5.190005     0.9917524     0.5207698E-01
5.220006     0.9923909     0.5058898E-01
5.250006     0.9933715     0.5103707E-01
5.280006     0.9943268     0.5106101E-01
5.310006     0.9940827     0.4990571E-01
5.340006     0.9950622     0.4986628E-01
5.370007     0.9942345     0.4817310E-01
5.400007     0.9957180     0.4927590E-01
5.430007     0.9949041     0.4931701E-01
5.460007     0.9941904     0.4856067E-01
5.490007     0.9940252     0.4774869E-01
5.520008     0.9910007     0.4772059E-01
5.550008     0.9916692     0.4752848E-01
5.580008     0.9924330     0.4714127E-01
5.610008     0.9907742     0.4650286E-01
5.640008     0.9898409     0.4693917E-01
5.670009     0.9896472     0.4691377E-01
5.700009     0.9881582     0.4682093E-01
5.730009     0.9894214     0.4568170E-01
5.760009     0.9869801     0.4538259E-01
5.790009     0.9860978     0.4626062E-01
5.820010     0.9860447     0.4564124E-01
5.850010     0.9841276     0.4463970E-01
5.880010     0.9852687     0.4511320E-01
5.910010     0.9847820     0.4508478E-01
5.940011     0.9821514     0.4465104E-01
5.970011     0.9841334     0.4320323E-01
6.000011     0.9839352     0.4405775E-01
6.030011     0.9820192     0.4323771E-01
6.060011     0.9804544     0.4299441E-01
6.090012     0.9827074     0.4324254E-01
6.120012     0.9834236     0.4292989E-01
6.150012     0.9832313     0.4317771E-01
6.180012     0.9826680     0.4286528E-01
6.210012     0.9821487     0.4267715E-01
6.240013     0.9818724     0.4132905E-01
6.270013     0.9844670     0.4220245E-01
6.300013     0.9854634     0.4192187E-01
6.330013     0.9856257     0.4213177E-01
6.360013     0.9877070     0.4236315E-01
6.390014     0.9880646     0.4114693E-01
6.420014     0.9904132     0.4114041E-01
6.450014     0.9912331     0.4136221E-01
6.480014     0.9942166     0.4001449E-01
6.510015     0.9947220     0.4011417E-01
6.540015     0.9969131     0.3985928E-01
6.570015     0.9964589     0.4045963E-01
6.600015     0.9994643     0.4047215E-01
6.630015      1.001202     0.4000928E-01
6.660016      1.002324     0.3978369E-01
6.690016      1.005312     0.3937255E-01
6.720016      1.006382     0.3989590E-01
6.750016      1.007465     0.3922695E-01
6.780016      1.008395     0.3947083E-01
6.810017      1.011125     0.3858658E-01
6.840017      1.012156     0.3891574E-01
6.870017      1.012966     0.3923607E-01
6.900017      1.015342     0.3792597E-01
6.930017      1.016934     0.3825303E-01
6.960018      1.017906     0.3837593E-01
6.990018      1.017573     0.3808281E-01
7.020018      1.020107     0.3853711E-01
7.050018      1.018690     0.3840232E-01
7.080019      1.019893     0.3861437E-01
7.110019      1.018513     0.3764835E-01
7.140019      1.019288     0.3798721E-01
7.170019      1.019751     0.3780949E-01
7.200019      1.019502     0.3743720E-01
7.230020      1.019743     0.3755800E-01
7.260020      1.021246     0.3663411E-01
7.290020      1.019829     0.3749288E-01
7.320020      1.018096     0.3689513E-01
7.350020      1.017582     0.3738462E-01
7.380021      1.017571     0.3620697E-01
7.410021      1.017297     0.3592768E-01
7.440021      1.018250     0.3598239E-01
7.470021      1.015450     0.3693711E-01
7.500021      1.016254     0.3602874E-01
7.530022      1.015553     0.3567128E-01
7.560022      1.013945     0.3528487E-01
7.590022      1.012861     0.3503907E-01
7.620022      1.011510     0.3511384E-01
7.650023      1.010484     0.3508327E-01
7.680023      1.009496     0.3422500E-01
7.710023      1.008863     0.3483947E-01
7.740023      1.007017     0.3440737E-01
7.770023      1.005073     0.3440911E-01
7.800024      1.005030     0.3365955E-01
7.830024      1.003011     0.3405740E-01
7.860024      1.001287     0.3351758E-01
7.890024     0.9995860     0.3433888E-01
7.920024     0.9983325     0.3351314E-01
7.950025     0.9979509     0.3304568E-01
7.980025     0.9965994     0.3365246E-01
8.010024     0.9946964     0.3286844E-01
8.040024     0.9940214     0.3304387E-01
8.070024     0.9937801     0.3248447E-01
8.100023     0.9930223     0.3285756E-01
8.130023     0.9910317     0.3247529E-01
8.160023     0.9909296     0.3229769E-01
8.190022     0.9909258     0.3267565E-01
8.220022     0.9902164     0.3193299E-01
8.250022     0.9891793     0.3204200E-01
8.280022     0.9886398     0.3208290E-01
8.310021     0.9886256     0.3112195E-01
8.340021     0.9882094     0.3154331E-01
8.370021     0.9886018     0.3159240E-01
8.400021     0.9878677     0.3225152E-01
8.430020     0.9879945     0.3150455E-01
8.460020     0.9883150     0.3107211E-01
8.490020     0.9876399     0.3125668E-01
8.520020     0.9887956     0.3091827E-01
8.550019     0.9889432     0.3116883E-01
8.580019     0.9888853     0.3104044E-01
8.610019     0.9890791     0.3058586E-01
8.640018     0.9891782     0.3102508E-01
8.670018     0.9903024     0.3086907E-01
8.700018     0.9906271     0.3078690E-01
8.730018     0.9896769     0.3044327E-01
8.760017     0.9918118     0.3009968E-01
8.790017     0.9928353     0.3011749E-01
8.820017     0.9922991     0.3026556E-01
8.850017     0.9929108     0.2991594E-01
8.880016     0.9951417     0.2936191E-01
8.910016     0.9950208     0.2993984E-01
8.940016     0.9955956     0.2959142E-01
8.970016     0.9961050     0.2917557E-01
9.000015     0.9968708     0.2904760E-01
9.030015     0.9965332     0.2898084E-01
9.060015     0.9973122     0.2947436E-01
9.090014     0.9980001     0.2949558E-01
9.120014     0.9973230     0.2854149E-01
9.150014     0.9971575     0.2893041E-01
9.180014     0.9989827     0.2916331E-01
9.210013     0.9996971     0.2902502E-01
9.240013     0.9997231     0.2894791E-01
9.270013      1.000292     0.2908657E-01
9.300013      1.000085     0.2844002E-01
9.330012      1.001142     0.2869042E-01
9.360012      1.001304     0.2845469E-01
9.390012      1.001695     0.2824655E-01
9.420012      1.001143     0.2883134E-01
9.450011      1.002837     0.2831610E-01
9.480011      1.001940     0.2880032E-01
9.510011      1.003536     0.2764940E-01
9.540010      1.002942     0.2826132E-01
9.570010      1.003327     0.2804112E-01
9.600010      1.002561     0.2693304E-01
9.630010      1.003311     0.2765155E-01
9.660009      1.002824     0.2745904E-01
9.690009      1.003182     0.2648673E-01
9.720009      1.003780     0.2791970E-01
9.750009      1.004576     0.2665497E-01
9.780008      1.003021     0.2703244E-01
9.810008      1.003986     0.2786200E-01
9.840008      1.003222     0.2724548E-01
9.870008      1.003681     0.2694631E-01
9.900007      1.004197     0.2699935E-01
9.930007      1.004315     0.2683104E-01
